OModFormID, OModEditorID, OModFull, Index, ValueType, FunctionType, PropertyName, Value1, Value2, Step
0x001DC46E,"mod_CCT_Skin_QuadrupedAHornedLizard","QuadrupedA Horned Lizard Skin - RESERVED",2,4,0,NSKN,"ARMO:001E7F2D Skin_QuadrupedA_HornedLizard",0,0.000000
0x001DC46E,"mod_CCT_Skin_QuadrupedAHornedLizard","QuadrupedA Horned Lizard Skin - RESERVED",3,4,2,NINV,"WEAP:00050302 UnarmedQuadrupedA_Base",0,0.000000
0x001DC46E,"mod_CCT_Skin_QuadrupedAHornedLizard","QuadrupedA Horned Lizard Skin - RESERVED",4,4,2,NINV,"WEAP:0022357C UnarmedQuadrupedA_Claw",0,0.000000
0x001DC46E,"mod_CCT_Skin_QuadrupedAHornedLizard","QuadrupedA Horned Lizard Skin - RESERVED",5,4,2,NINV,"WEAP:0022357B UnarmedQuadrupedA_Head",0,0.000000
0x001DC46E,"mod_CCT_Skin_QuadrupedAHornedLizard","QuadrupedA Horned Lizard Skin - RESERVED",6,4,2,NINV,"WEAP:0022357A UnarmedQuadrupedA_Mouth",0,0.000000
0x001DC46E,"mod_CCT_Skin_QuadrupedAHornedLizard","QuadrupedA Horned Lizard Skin - RESERVED",7,4,2,NKEY,"KYWD:00023A5D CCT_Instance_Name_Quadruped008",0,0.000000
0x001DC46E,"mod_CCT_Skin_QuadrupedAHornedLizard","QuadrupedA Horned Lizard Skin - RESERVED",8,4,2,NKEY,"KYWD:00200B07 CCT_Instance_Name_QuadrupedA",0,0.000000
0x001DC46E,"mod_CCT_Skin_QuadrupedAHornedLizard","QuadrupedA Horned Lizard Skin - RESERVED",9,4,2,NKEY,"KYWD:003E5BF8 ENV_AFFL_Creature_InjuryType_Claw_Sharp",0,0.000000
0x001DC46E,"mod_CCT_Skin_QuadrupedAHornedLizard","QuadrupedA Horned Lizard Skin - RESERVED",10,4,2,NKEY,"KYWD:003E5BF7 ENV_AFFL_Creature_InjuryType_Head_Sharp",0,0.000000
0x001DC46E,"mod_CCT_Skin_QuadrupedAHornedLizard","QuadrupedA Horned Lizard Skin - RESERVED",11,4,2,NKEY,"KYWD:003E5BF9 ENV_AFFL_Creature_InjuryType_Mouth_Sharp",0,0.000000
0x001DC46E,"mod_CCT_Skin_QuadrupedAHornedLizard","QuadrupedA Horned Lizard Skin - RESERVED",12,4,2,NKEY,"KYWD:000F4CF5 s_Creature_Skin_04",0,0.000000
0x001DC46F,"mod_CCT_Skin_QuadrupedAFeatherlizard","QuadrupedA FeatherLizard Skin",1,4,0,NRCE,"RACE:00050301 QuadrupedARace",0,0.000000
0x001DC46F,"mod_CCT_Skin_QuadrupedAFeatherlizard","QuadrupedA FeatherLizard Skin",2,4,0,NSKN,"ARMO:001E14D7 Skin_QuadrupedA_FeatherLizard",0,0.000000
0x001DC46F,"mod_CCT_Skin_QuadrupedAFeatherlizard","QuadrupedA FeatherLizard Skin",3,4,2,NINV,"WEAP:00050302 UnarmedQuadrupedA_Base",0,0.000000
0x001DC46F,"mod_CCT_Skin_QuadrupedAFeatherlizard","QuadrupedA FeatherLizard Skin",4,4,2,NINV,"WEAP:0022357C UnarmedQuadrupedA_Claw",0,0.000000
0x001DC46F,"mod_CCT_Skin_QuadrupedAFeatherlizard","QuadrupedA FeatherLizard Skin",5,4,2,NINV,"WEAP:0022357B UnarmedQuadrupedA_Head",0,0.000000
0x001DC46F,"mod_CCT_Skin_QuadrupedAFeatherlizard","QuadrupedA FeatherLizard Skin",6,4,2,NINV,"WEAP:0022357A UnarmedQuadrupedA_Mouth",0,0.000000
0x001DC46F,"mod_CCT_Skin_QuadrupedAFeatherlizard","QuadrupedA FeatherLizard Skin",7,4,2,NKEY,"KYWD:00023A59 CCT_Instance_Name_Quadruped006",0,0.000000
0x001DC46F,"mod_CCT_Skin_QuadrupedAFeatherlizard","QuadrupedA FeatherLizard Skin",8,4,2,NKEY,"KYWD:00200B07 CCT_Instance_Name_QuadrupedA",0,0.000000
0x001DC46F,"mod_CCT_Skin_QuadrupedAFeatherlizard","QuadrupedA FeatherLizard Skin",9,4,2,NKEY,"KYWD:003E5BF8 ENV_AFFL_Creature_InjuryType_Claw_Sharp",0,0.000000
0x001DC46F,"mod_CCT_Skin_QuadrupedAFeatherlizard","QuadrupedA FeatherLizard Skin",10,4,2,NKEY,"KYWD:003E5BFD ENV_AFFL_Creature_InjuryType_Head_Blunt",0,0.000000
0x001DC46F,"mod_CCT_Skin_QuadrupedAFeatherlizard","QuadrupedA FeatherLizard Skin",11,4,2,NKEY,"KYWD:003E5BF9 ENV_AFFL_Creature_InjuryType_Mouth_Sharp",0,0.000000
0x001DC46F,"mod_CCT_Skin_QuadrupedAFeatherlizard","QuadrupedA FeatherLizard Skin",12,4,2,NKEY,"KYWD:00141506 s_Creature_Skin_02",0,0.000000
0x001DC470,"mod_CCT_Skin_QuadrupedACutterhead","QuadrupedA Cutterhead Skin",1,4,0,NRCE,"RACE:00050301 QuadrupedARace",0,0.000000
0x001DC470,"mod_CCT_Skin_QuadrupedACutterhead","QuadrupedA Cutterhead Skin",2,4,0,NSKN,"ARMO:001E46F4 Skin_QuadrupedA_CutterHead",0,0.000000
0x001DC470,"mod_CCT_Skin_QuadrupedACutterhead","QuadrupedA Cutterhead Skin",3,4,2,NINV,"WEAP:00050302 UnarmedQuadrupedA_Base",0,0.000000
0x001DC470,"mod_CCT_Skin_QuadrupedACutterhead","QuadrupedA Cutterhead Skin",4,4,2,NINV,"WEAP:0022357C UnarmedQuadrupedA_Claw",0,0.000000
0x001DC470,"mod_CCT_Skin_QuadrupedACutterhead","QuadrupedA Cutterhead Skin",5,4,2,NINV,"WEAP:0022357B UnarmedQuadrupedA_Head",0,0.000000
0x001DC470,"mod_CCT_Skin_QuadrupedACutterhead","QuadrupedA Cutterhead Skin",6,4,2,NINV,"WEAP:0022357A UnarmedQuadrupedA_Mouth",0,0.000000
0x001DC470,"mod_CCT_Skin_QuadrupedACutterhead","QuadrupedA Cutterhead Skin",7,4,2,NKEY,"KYWD:000238D0 CCT_Instance_Name_Quadruped004",0,0.000000
0x001DC470,"mod_CCT_Skin_QuadrupedACutterhead","QuadrupedA Cutterhead Skin",8,4,2,NKEY,"KYWD:003E5BF8 ENV_AFFL_Creature_InjuryType_Claw_Sharp",0,0.000000
0x001DC470,"mod_CCT_Skin_QuadrupedACutterhead","QuadrupedA Cutterhead Skin",9,4,2,NKEY,"KYWD:003E5BF7 ENV_AFFL_Creature_InjuryType_Head_Sharp",0,0.000000
0x001DC470,"mod_CCT_Skin_QuadrupedACutterhead","QuadrupedA Cutterhead Skin",10,4,2,NKEY,"KYWD:003E5BF9 ENV_AFFL_Creature_InjuryType_Mouth_Sharp",0,0.000000
0x001DC470,"mod_CCT_Skin_QuadrupedACutterhead","QuadrupedA Cutterhead Skin",11,4,2,NKEY,"KYWD:000F4CF5 s_Creature_Skin_04",0,0.000000
0x001DC471,"mod_CCT_Skin_MantidAGlowhands","MantidA Glowhands Skin",1,4,0,NRCE,"RACE:0029F8A3 MantidARace",0,0.000000
0x001DC471,"mod_CCT_Skin_MantidAGlowhands","MantidA Glowhands Skin",2,4,0,NSKN,"ARMO:001E8643 Skin_MantidA_GlowHands",0,0.000000
0x001DC471,"mod_CCT_Skin_MantidAGlowhands","MantidA Glowhands Skin",3,4,2,NINV,"WEAP:0029EAED UnarmedMantidA_Base",0,0.000000
0x001DC471,"mod_CCT_Skin_MantidAGlowhands","MantidA Glowhands Skin",4,4,2,NINV,"WEAP:002CE40D UnarmedMantidA_Claw",0,0.000000
0x001DC471,"mod_CCT_Skin_MantidAGlowhands","MantidA Glowhands Skin",5,4,2,NINV,"WEAP:002A095C UnarmedMantidA_Tail",0,0.000000
0x001DC471,"mod_CCT_Skin_MantidAGlowhands","MantidA Glowhands Skin",6,4,2,NKEY,"KYWD:00200B09 CCT_Instance_Name_Mantid",0,0.000000
0x001DC471,"mod_CCT_Skin_MantidAGlowhands","MantidA Glowhands Skin",7,4,2,NKEY,"KYWD:0009EAF8 CCT_Instance_Name_Mantid007",0,0.000000
0x001DC471,"mod_CCT_Skin_MantidAGlowhands","MantidA Glowhands Skin",8,4,2,NKEY,"KYWD:003E5BFC ENV_AFFL_Creature_InjuryType_Claw_Blunt",0,0.000000
0x001DC471,"mod_CCT_Skin_MantidAGlowhands","MantidA Glowhands Skin",9,4,2,NKEY,"KYWD:003E5BFF ENV_AFFL_Creature_InjuryType_Tail_Blunt",0,0.000000
0x001DC471,"mod_CCT_Skin_MantidAGlowhands","MantidA Glowhands Skin",10,4,2,NKEY,"KYWD:000F4CF5 s_Creature_Skin_04",0,0.000000
0x001DC472,"mod_CCT_Skin_HopperAScarabStinger","Hopper A Scarab Stinger Skin",1,4,0,NRCE,"RACE:0000A1D7 HopperARace",0,0.000000
0x001DC472,"mod_CCT_Skin_HopperAScarabStinger","Hopper A Scarab Stinger Skin",2,4,0,NSKN,"ARMO:001EA59F Skin_HopperA_ScarabStinger",0,0.000000
0x001DC472,"mod_CCT_Skin_HopperAScarabStinger","Hopper A Scarab Stinger Skin",3,4,2,NINV,"WEAP:0000A1DA UnarmedHopperA_Base",0,0.000000
0x001DC472,"mod_CCT_Skin_HopperAScarabStinger","Hopper A Scarab Stinger Skin",4,4,2,NINV,"WEAP:001C7DF5 UnarmedHopperA_Head",0,0.000000
0x001DC472,"mod_CCT_Skin_HopperAScarabStinger","Hopper A Scarab Stinger Skin",5,4,2,NINV,"WEAP:001C7DF4 UnarmedHopperA_Mouth",0,0.000000
0x001DC472,"mod_CCT_Skin_HopperAScarabStinger","Hopper A Scarab Stinger Skin",6,4,2,NKEY,"KYWD:00216F36 CCT_Instance_Name_Hopper",0,0.000000
0x001DC472,"mod_CCT_Skin_HopperAScarabStinger","Hopper A Scarab Stinger Skin",7,4,2,NKEY,"KYWD:00099379 CCT_Instance_Name_Hopper008",0,0.000000
0x001DC472,"mod_CCT_Skin_HopperAScarabStinger","Hopper A Scarab Stinger Skin",8,4,2,NKEY,"KYWD:003E5BFD ENV_AFFL_Creature_InjuryType_Head_Blunt",0,0.000000
0x001DC472,"mod_CCT_Skin_HopperAScarabStinger","Hopper A Scarab Stinger Skin",9,4,2,NKEY,"KYWD:003E5BF9 ENV_AFFL_Creature_InjuryType_Mouth_Sharp",0,0.000000
0x001DC472,"mod_CCT_Skin_HopperAScarabStinger","Hopper A Scarab Stinger Skin",10,4,2,NKEY,"KYWD:00141505 s_Creature_Skin_01",0,0.000000
0x001DC473,"mod_CCT_Skin_CritterMilliwhale","Critter Milliwhale Skin",1,4,0,NRCE,"RACE:000176B6 CritterRace",0,0.000000
0x001DC473,"mod_CCT_Skin_CritterMilliwhale","Critter Milliwhale Skin",2,4,0,NSKN,"ARMO:001E810D Skin_Critter_Milliwhale",0,0.000000
0x001DC473,"mod_CCT_Skin_CritterMilliwhale","Critter Milliwhale Skin",3,4,2,NINV,"WEAP:000177E6 UnarmedCritter",0,0.000000
0x001DC473,"mod_CCT_Skin_CritterMilliwhale","Critter Milliwhale Skin",4,4,2,NKEY,"KYWD:00216F33 CCT_Instance_Name_Critter",0,0.000000
0x001DC473,"mod_CCT_Skin_CritterMilliwhale","Critter Milliwhale Skin",5,4,2,NKEY,"KYWD:0009EBAE CCT_Instance_Name_Critter008",0,0.000000
0x001DC473,"mod_CCT_Skin_CritterMilliwhale","Critter Milliwhale Skin",6,4,2,NKEY,"KYWD:003E5BFB ENV_AFFL_Creature_InjuryType_SoleAttack_Blunt",0,0.000000
0x001DC473,"mod_CCT_Skin_CritterMilliwhale","Critter Milliwhale Skin",7,4,2,NKEY,"KYWD:000F4CF5 s_Creature_Skin_04",0,0.000000
0x001DC476,"mod_CCT_Skin_CritterFlamethorn","Critter Flamethorn Skin",1,4,0,NRCE,"RACE:000176B6 CritterRace",0,0.000000
0x001DC476,"mod_CCT_Skin_CritterFlamethorn","Critter Flamethorn Skin",2,4,0,NSKN,"ARMO:001E299A Skin_Critter_FlameThorn",0,0.000000
0x001DC476,"mod_CCT_Skin_CritterFlamethorn","Critter Flamethorn Skin",3,4,2,NINV,"WEAP:000177E6 UnarmedCritter",0,0.000000
0x001DC476,"mod_CCT_Skin_CritterFlamethorn","Critter Flamethorn Skin",4,4,2,NKEY,"KYWD:00216F33 CCT_Instance_Name_Critter",0,0.000000
0x001DC476,"mod_CCT_Skin_CritterFlamethorn","Critter Flamethorn Skin",5,4,2,NKEY,"KYWD:0009EBAA CCT_Instance_Name_Critter004",0,0.000000
0x001DC476,"mod_CCT_Skin_CritterFlamethorn","Critter Flamethorn Skin",6,4,2,NKEY,"KYWD:003E5BF6 ENV_AFFL_Creature_InjuryType_SoleAttack_Sharp",0,0.000000
0x001DC476,"mod_CCT_Skin_CritterFlamethorn","Critter Flamethorn Skin",7,4,2,NKEY,"KYWD:000F4CF5 s_Creature_Skin_04",0,0.000000
0x001DC478,"mod_CCT_Skin_BipedAVectorback","Biped A Vectorback Skin",1,4,0,NRCE,"RACE:00243BFC BipedARace",0,0.000000
0x001DC478,"mod_CCT_Skin_BipedAVectorback","Biped A Vectorback Skin",2,4,0,NSKN,"ARMO:001E2A22 Skin_BipedA_Vectorback",0,0.000000
0x001DC478,"mod_CCT_Skin_BipedAVectorback","Biped A Vectorback Skin",3,4,2,NINV,"WEAP:00238152 UnarmedBipedA_Base",0,0.000000
0x001DC478,"mod_CCT_Skin_BipedAVectorback","Biped A Vectorback Skin",4,4,2,NINV,"WEAP:00217120 UnarmedBipedA_Head",0,0.000000
0x001DC478,"mod_CCT_Skin_BipedAVectorback","Biped A Vectorback Skin",5,4,2,NINV,"WEAP:0021711F UnarmedBipedA_Mouth",0,0.000000
0x001DC478,"mod_CCT_Skin_BipedAVectorback","Biped A Vectorback Skin",6,4,2,NINV,"WEAP:0021711E UnarmedBipedA_Tail",0,0.000000
0x001DC478,"mod_CCT_Skin_BipedAVectorback","Biped A Vectorback Skin",7,4,2,NKEY,"KYWD:00200B08 CCT_Instance_Name_Biped",0,0.000000
0x001DC478,"mod_CCT_Skin_BipedAVectorback","Biped A Vectorback Skin",8,4,2,NKEY,"KYWD:00099343 CCT_Instance_Name_Biped015",0,0.000000
0x001DC478,"mod_CCT_Skin_BipedAVectorback","Biped A Vectorback Skin",9,4,2,NKEY,"KYWD:003E5BF7 ENV_AFFL_Creature_InjuryType_Head_Sharp",0,0.000000
0x001DC478,"mod_CCT_Skin_BipedAVectorback","Biped A Vectorback Skin",10,4,2,NKEY,"KYWD:003E5BFF ENV_AFFL_Creature_InjuryType_Tail_Blunt",0,0.000000
0x001DC478,"mod_CCT_Skin_BipedAVectorback","Biped A Vectorback Skin",11,4,2,NKEY,"KYWD:00141506 s_Creature_Skin_02",0,0.000000
0x001DD417,"mod_Coachman_Optics_IronSights","Iron Sights",1,4,0,ZDTA,"ZOOM:001C4C35",0,0.000000
0x001DD417,"mod_Coachman_Optics_IronSights","Iron Sights",2,4,2,WKEY,"KYWD:00374EFA DontShowInUI",0,0.000000
0x001E60A6,"bot_ModelA_CombatA_01_Gun_Left","ModelA_CombatA_01_Gun_Left",1,4,2,NINV,"WEAP:001DC416 crModelA_CombatLeftGun_Auto",0,0.000000
0x001E60A7,"bot_ModelA_CombatA_01_Gun_Right","ModelA_CombatA_01_Gun_Right",1,4,2,NINV,"WEAP:001DC415 crModelA_CombatRightGun_Auto",0,0.000000
0x001E94C4,"mod_Armor_Backpack_DR_Offset_Ballistic01","",1,0,2,ARAT,4,0,0.000000
0x001E94C4,"mod_Armor_Backpack_DR_Offset_Ballistic01","",2,4,2,AKEY,"KYWD:00374EFA DontShowInUI",0,0.000000
0x001E94C4,"mod_Armor_Backpack_DR_Offset_Ballistic01","",3,6,2,ADMG,"DMGT:00023190",0.000000,0.000000
0x001E94C4,"mod_Armor_Backpack_DR_Offset_Ballistic01","",4,6,2,ADMG,"DMGT:00060A81",-4.000000,0.000000
0x001E94C5,"mod_Armor_Backpack_DR_Offset_Ballistic02","",1,0,2,ARAT,8,0,0.000000
0x001E94C5,"mod_Armor_Backpack_DR_Offset_Ballistic02","",2,4,2,AKEY,"KYWD:00374EFA DontShowInUI",0,0.000000
0x001E94C5,"mod_Armor_Backpack_DR_Offset_Ballistic02","",3,6,2,ADMG,"DMGT:00023190",0.000000,0.000000
0x001E94C5,"mod_Armor_Backpack_DR_Offset_Ballistic02","",4,6,2,ADMG,"DMGT:00060A81",-8.000000,0.000000
0x001E94C6,"mod_Armor_Backpack_DR_Offset_EM01","",1,0,2,ARAT,0,0,0.000000
0x001E94C6,"mod_Armor_Backpack_DR_Offset_EM01","",2,4,2,AKEY,"KYWD:00374EFA DontShowInUI",0,0.000000
0x001E94C6,"mod_Armor_Backpack_DR_Offset_EM01","",3,6,2,ADMG,"DMGT:00023190",4.000000,0.000000
0x001E94C6,"mod_Armor_Backpack_DR_Offset_EM01","",4,6,2,ADMG,"DMGT:00060A81",2.000000,0.000000
0x001E94C7,"mod_Armor_Backpack_DR_Offset_Energy01","",1,0,2,ARAT,-4,0,0.000000
0x001E94C7,"mod_Armor_Backpack_DR_Offset_Energy01","",2,4,2,AKEY,"KYWD:00374EFA DontShowInUI",0,0.000000
0x001E94C7,"mod_Armor_Backpack_DR_Offset_Energy01","",3,6,2,ADMG,"DMGT:00023190",0.000000,0.000000
0x001E94C7,"mod_Armor_Backpack_DR_Offset_Energy01","",4,6,2,ADMG,"DMGT:00060A81",4.000000,0.000000
0x001E94C8,"mod_Armor_Backpack_DR_Offset_Energy02","",1,0,2,ARAT,-8,0,0.000000
0x001E94C8,"mod_Armor_Backpack_DR_Offset_Energy02","",2,4,2,AKEY,"KYWD:00374EFA DontShowInUI",0,0.000000
0x001E94C8,"mod_Armor_Backpack_DR_Offset_Energy02","",3,6,2,ADMG,"DMGT:00023190",0.000000,0.000000
0x001E94C8,"mod_Armor_Backpack_DR_Offset_Energy02","",4,6,2,ADMG,"DMGT:00060A81",8.000000,0.000000
0x001E94C9,"mod_Armor_Helmet_DR_Offset_Ballistic02","",1,0,2,ARAT,8,0,0.000000
0x001E94C9,"mod_Armor_Helmet_DR_Offset_Ballistic02","",2,4,2,AKEY,"KYWD:00374EFA DontShowInUI",0,0.000000
0x001E94C9,"mod_Armor_Helmet_DR_Offset_Ballistic02","",3,6,2,ADMG,"DMGT:00023190",0.000000,0.000000
0x001E94C9,"mod_Armor_Helmet_DR_Offset_Ballistic02","",4,6,2,ADMG,"DMGT:00060A81",-8.000000,0.000000
0x001E94CA,"mod_Armor_Helmet_DR_Offset_Energy02","",1,0,2,ARAT,-8,0,0.000000
0x001E94CA,"mod_Armor_Helmet_DR_Offset_Energy02","",2,4,2,AKEY,"KYWD:00374EFA DontShowInUI",0,0.000000
0x001E94CA,"mod_Armor_Helmet_DR_Offset_Energy02","",3,6,2,ADMG,"DMGT:00023190",0.000000,0.000000
0x001E94CA,"mod_Armor_Helmet_DR_Offset_Energy02","",4,6,2,ADMG,"DMGT:00060A81",8.000000,0.000000
0x001E94CB,"mod_Armor_Spacesuit_DR_Offset_Ballistic02","",1,0,2,ARAT,16,0,0.000000
0x001E94CB,"mod_Armor_Spacesuit_DR_Offset_Ballistic02","",2,4,2,AKEY,"KYWD:00374EFA DontShowInUI",0,0.000000
0x001E94CB,"mod_Armor_Spacesuit_DR_Offset_Ballistic02","",3,6,2,ADMG,"DMGT:00023190",0.000000,0.000000
0x001E94CB,"mod_Armor_Spacesuit_DR_Offset_Ballistic02","",4,6,2,ADMG,"DMGT:00060A81",-16.000000,0.000000
0x001E94CC,"mod_Armor_Spacesuit_DR_Offset_Energy02","",1,0,2,ARAT,-16,0,0.000000
0x001E94CC,"mod_Armor_Spacesuit_DR_Offset_Energy02","",2,4,2,AKEY,"KYWD:00374EFA DontShowInUI",0,0.000000
0x001E94CC,"mod_Armor_Spacesuit_DR_Offset_Energy02","",3,6,2,ADMG,"DMGT:00023190",0.000000,0.000000
0x001E94CC,"mod_Armor_Spacesuit_DR_Offset_Energy02","",4,6,2,ADMG,"DMGT:00060A81",16.000000,0.000000
0x001EA09B,"mod_CCT_Skin_SwimmerASturgeon","Swimmer A Sturgeon Skin",1,4,0,NRCE,"RACE:0026AECC SwimmerARace",0,0.000000
0x001EA09B,"mod_CCT_Skin_SwimmerASturgeon","Swimmer A Sturgeon Skin",2,4,0,NSKN,"ARMO:001EBCF1 Skin_SwimmerA_Sturgeon",0,0.000000
0x001EA09B,"mod_CCT_Skin_SwimmerASturgeon","Swimmer A Sturgeon Skin",3,4,2,NINV,"WEAP:0023F5B8 UnarmedSwimmerA_Base",0,0.000000
0x001EA09B,"mod_CCT_Skin_SwimmerASturgeon","Swimmer A Sturgeon Skin",4,4,2,NKEY,"KYWD:00216F2E CCT_Instance_Name_Swimmer",0,0.000000
0x001EA09B,"mod_CCT_Skin_SwimmerASturgeon","Swimmer A Sturgeon Skin",5,4,2,NKEY,"KYWD:0009EB95 CCT_Instance_Name_Swimmer014",0,0.000000
0x001EA09B,"mod_CCT_Skin_SwimmerASturgeon","Swimmer A Sturgeon Skin",6,4,2,NKEY,"KYWD:003E5BF6 ENV_AFFL_Creature_InjuryType_SoleAttack_Sharp",0,0.000000
0x001EA09C,"mod_CCT_Skin_SwimmerAFinhead","Swimmer A Finhead Skin",1,4,0,NRCE,"RACE:0026AECC SwimmerARace",0,0.000000
0x001EA09C,"mod_CCT_Skin_SwimmerAFinhead","Swimmer A Finhead Skin",2,4,0,NSKN,"ARMO:001EBDE3 Skin_SwimmerA_Finhead",0,0.000000
0x001EA09C,"mod_CCT_Skin_SwimmerAFinhead","Swimmer A Finhead Skin",3,4,2,NINV,"WEAP:0023F5B8 UnarmedSwimmerA_Base",0,0.000000
0x001EA09C,"mod_CCT_Skin_SwimmerAFinhead","Swimmer A Finhead Skin",4,4,2,NKEY,"KYWD:00216F2E CCT_Instance_Name_Swimmer",0,0.000000
0x001EA09C,"mod_CCT_Skin_SwimmerAFinhead","Swimmer A Finhead Skin",5,4,2,NKEY,"KYWD:0009EB8A CCT_Instance_Name_Swimmer003",0,0.000000
0x001EA09C,"mod_CCT_Skin_SwimmerAFinhead","Swimmer A Finhead Skin",6,4,2,NKEY,"KYWD:003E5BFB ENV_AFFL_Creature_InjuryType_SoleAttack_Blunt",0,0.000000
0x001EA09D,"mod_CCT_Skin_QuadrupedAExorunner","Quadruped A Exorunner Skin",1,4,0,NRCE,"RACE:00050301 QuadrupedARace",0,0.000000
0x001EA09D,"mod_CCT_Skin_QuadrupedAExorunner","Quadruped A Exorunner Skin",2,4,0,NSKN,"ARMO:001EB5F3 Skin_QuadrupedA_ExoRunner",0,0.000000
0x001EA09D,"mod_CCT_Skin_QuadrupedAExorunner","Quadruped A Exorunner Skin",3,4,2,NINV,"WEAP:00050302 UnarmedQuadrupedA_Base",0,0.000000
0x001EA09D,"mod_CCT_Skin_QuadrupedAExorunner","Quadruped A Exorunner Skin",4,4,2,NINV,"WEAP:0022357C UnarmedQuadrupedA_Claw",0,0.000000
0x001EA09D,"mod_CCT_Skin_QuadrupedAExorunner","Quadruped A Exorunner Skin",5,4,2,NINV,"WEAP:0022357A UnarmedQuadrupedA_Mouth",0,0.000000
0x001EA09D,"mod_CCT_Skin_QuadrupedAExorunner","Quadruped A Exorunner Skin",6,4,2,NINV,"WEAP:00223579 UnarmedQuadrupedA_Tail",0,0.000000
0x001EA09D,"mod_CCT_Skin_QuadrupedAExorunner","Quadruped A Exorunner Skin",7,4,2,NKEY,"KYWD:000238D1 CCT_Instance_Name_Quadruped005",0,0.000000
0x001EA09D,"mod_CCT_Skin_QuadrupedAExorunner","Quadruped A Exorunner Skin",8,4,2,NKEY,"KYWD:00200B07 CCT_Instance_Name_QuadrupedA",0,0.000000
0x001EA09D,"mod_CCT_Skin_QuadrupedAExorunner","Quadruped A Exorunner Skin",9,4,2,NKEY,"KYWD:003E5BF8 ENV_AFFL_Creature_InjuryType_Claw_Sharp",0,0.000000
0x001EA09D,"mod_CCT_Skin_QuadrupedAExorunner","Quadruped A Exorunner Skin",10,4,2,NKEY,"KYWD:003E5BF9 ENV_AFFL_Creature_InjuryType_Mouth_Sharp",0,0.000000
0x001EA09D,"mod_CCT_Skin_QuadrupedAExorunner","Quadruped A Exorunner Skin",11,4,2,NKEY,"KYWD:003E5BFA ENV_AFFL_Creature_InjuryType_Tail_Sharp",0,0.000000
0x001EA09D,"mod_CCT_Skin_QuadrupedAExorunner","Quadruped A Exorunner Skin",12,4,2,NKEY,"KYWD:00141505 s_Creature_Skin_01",0,0.000000
0x001EA09E,"mod_CCT_Skin_QuadrupedAAnkylosaurus","QuadrupedA Ankylosaurus Skin",1,4,0,NRCE,"RACE:00050301 QuadrupedARace",0,0.000000
0x001EA09E,"mod_CCT_Skin_QuadrupedAAnkylosaurus","QuadrupedA Ankylosaurus Skin",2,4,0,NSKN,"ARMO:001EB731 Skin_QuadrupedA_Ankylosaurus",0,0.000000
0x001EA09E,"mod_CCT_Skin_QuadrupedAAnkylosaurus","QuadrupedA Ankylosaurus Skin",3,4,2,NINV,"WEAP:00050302 UnarmedQuadrupedA_Base",0,0.000000
0x001EA09E,"mod_CCT_Skin_QuadrupedAAnkylosaurus","QuadrupedA Ankylosaurus Skin",4,4,2,NINV,"WEAP:0022357C UnarmedQuadrupedA_Claw",0,0.000000
0x001EA09E,"mod_CCT_Skin_QuadrupedAAnkylosaurus","QuadrupedA Ankylosaurus Skin",5,4,2,NINV,"WEAP:0022357B UnarmedQuadrupedA_Head",0,0.000000
0x001EA09E,"mod_CCT_Skin_QuadrupedAAnkylosaurus","QuadrupedA Ankylosaurus Skin",6,4,2,NINV,"WEAP:0022357A UnarmedQuadrupedA_Mouth",0,0.000000
0x001EA09E,"mod_CCT_Skin_QuadrupedAAnkylosaurus","QuadrupedA Ankylosaurus Skin",7,4,2,NINV,"WEAP:00223579 UnarmedQuadrupedA_Tail",0,0.000000
0x001EA09E,"mod_CCT_Skin_QuadrupedAAnkylosaurus","QuadrupedA Ankylosaurus Skin",8,4,2,NKEY,"KYWD:00023851 CCT_Instance_Name_Quadruped001",0,0.000000
0x001EA09E,"mod_CCT_Skin_QuadrupedAAnkylosaurus","QuadrupedA Ankylosaurus Skin",9,4,2,NKEY,"KYWD:00200B07 CCT_Instance_Name_QuadrupedA",0,0.000000
0x001EA09E,"mod_CCT_Skin_QuadrupedAAnkylosaurus","QuadrupedA Ankylosaurus Skin",10,4,2,NKEY,"KYWD:003E5BF8 ENV_AFFL_Creature_InjuryType_Claw_Sharp",0,0.000000
0x001EA09E,"mod_CCT_Skin_QuadrupedAAnkylosaurus","QuadrupedA Ankylosaurus Skin",11,4,2,NKEY,"KYWD:003E5BF7 ENV_AFFL_Creature_InjuryType_Head_Sharp",0,0.000000
0x001EA09E,"mod_CCT_Skin_QuadrupedAAnkylosaurus","QuadrupedA Ankylosaurus Skin",12,4,2,NKEY,"KYWD:003E5BF9 ENV_AFFL_Creature_InjuryType_Mouth_Sharp",0,0.000000
0x001EA09E,"mod_CCT_Skin_QuadrupedAAnkylosaurus","QuadrupedA Ankylosaurus Skin",13,4,2,NKEY,"KYWD:003E5BFF ENV_AFFL_Creature_InjuryType_Tail_Blunt",0,0.000000
0x001EA09E,"mod_CCT_Skin_QuadrupedAAnkylosaurus","QuadrupedA Ankylosaurus Skin",14,4,2,NKEY,"KYWD:00141505 s_Creature_Skin_01",0,0.000000
0x001EA09F,"mod_CCT_Skin_OctopedeABeetleCrab","Octopede A Beetle Crab Skin",1,4,0,NRCE,"RACE:00015B13 OctopedeARace",0,0.000000
0x001EA09F,"mod_CCT_Skin_OctopedeABeetleCrab","Octopede A Beetle Crab Skin",2,4,0,NSKN,"ARMO:0020A09F Skin_OctopedeA_BeetleCrab",0,0.000000
