FormID, EditorID, Name, Model
0x00266089, "AmbushFurn_FloaterA_ExitToStand", "", "Markers\InvisibleGeneric01.nif"
0x0026A0B8, "NPCSitOnGround", "", "Markers\InvisibleGeneric01.nif"
0x0026AC98, "NPCStoolTech01", "Chair", "Furniture\chairs/stools\tech_barstool.nif"
0x0026D603, "NPCWelderKneeling", "", "Markers\InvisibleGeneric01.nif"
0x0026D93A, "Medicalpod01", "", "SetDressing\Medical\MedicalPod\Medicalpod01.nif"
0x00272F3F, "AK_Chair_Wood_01_TableEatDrink_MustExit", "Chair", "Furniture/Chairs/Generic/AK_Chair_Wood_01.nif"
0x00276884, "NPCSitOnGround02", "", "Markers\InvisibleGeneric01.nif"
0x00279CB3, "LC116_PlayerWakeUpFurniture1st", "", "Architecture\Outpost\OutpostIndustrial\Interiors\Furniture\MedBay01_Anim\OpiIntFurnitureMedicalBed01_Anim.nif"
0x0027C57B, "NPCCouch", "Fancy Sofa", "Furniture\Chairs\Lodge\CouchLodgeEmpire01.nif"
0x0028B0E5, "HoboBed01", "Sleeping Bag", "furniture/beds\ak_bed_style01_sleepingbag.nif"
0x0028B913, "NovaCockpitJumpSeat_CrewShields", "Jump Seat", "Ships\Interior\NovaCockpitJumpSeat.nif"
0x0028B914, "NovaCockpitJumpSeat_CrewEngineer", "Jump Seat", "Ships\Interior\NovaCockpitJumpSeat.nif"
0x0028B915, "NovaCockpitJumpSeat_CrewGunner", "Jump Seat", "Ships\Interior\NovaCockpitJumpSeat.nif"
0x002912BB, "Outpost_SurgicalBed01", "Surgical Bed", "SetDressing\SurgicalBeds\SurgicalBed01.nif"
0x00291304, "Outpost_SurgicalBed02", "Surgical Bed", "SetDressing\SurgicalBeds\SurgicalBed02.nif"
0x002A09BF, "BenchShipboltedSingle01", "Bench", "Furniture\Benches\Ship\BenchShipboltedSingle01.nif"
0x002A0B18, "Table_Messhall01", "Table", "SetDressing\ShipClutter\Messhall\Table\Table_Messhall01.nif"
0x002A4ABD, "Outpost_Furn_WeightBench01", "Weight Bench", "Furniture\WeightBench\CharacterAssets\weightbench.nif"
0x002A7D0A, "AmbushFurn_ParasiteA_Feeding", "", "Markers\InvisibleGeneric01.nif"
0x002AB3A3, "ShipCrewStation_Generic_TEMP", "Gunner Station", "Furniture\Chairs\Tech\ChairTech01.nif"
0x002AC962, "NPCStoolOPM02", "Stool", "SetDressing\OPM\OPM_Stool02.nif"
0x002ACB70, "NA_LobbyU_ChunskInt_Clutter_ChairA_01_Free", "Chair", "Architecture\City\NewAtlantis\Lobby\NA_LobbyU_ChunksInt_Clutter_ChairA_01.nif"
0x002B185A, "NPCSoftSeat01", "Stool", "Furniture\Chairs\SoftSeating\Softseat01.nif"
0x002B2B4F, "Ambush_LarvaA_FrontExit01", "", "Markers\InvisibleGeneric01.nif"
0x002B6669, "OPM_BedA_High01", "", "SetDressing\OPM\OPM_BedA_High01.nif"
0x002B666A, "OPM_BedA_Low01", "Bed", "SetDressing\OPM\OPM_BedA_Low01.nif"
0x002B6A61, "WorkbenchChem", "Pharmaceutical Lab", "Furniture\PharmaBench\CharacterAssets\pharmabench.nif"
0x002B6A62, "WorkbenchArmor", "Spacesuit Workbench", "Furniture\ArmorWorkbench\CharacterAssets\armorworkbench.nif"
0x002B6A63, "WorkbenchWeapon", "Weapon Workbench", "Furniture\weaponworkbench\CharacterAssets\WeaponWorkbench.nif"
0x002B6A64, "WorkbenchRobotStation_DONOTUSE", "Robot Station", "Furniture\Workbenches\ScienceStation\CharacterAssets\ScienceStation.nif"
0x002B6A65, "WorkbenchFood", "Cooking Station", "Furniture\FoodStation\CharacterAssets\foodstation.nif"
0x002B97EA, "Chem02_WorkbenchChem", "Pharmaceutical Lab", "Furniture\PharmaBench\CharacterAssets\pharmabench.nif"
0x002BAC3D, "NPCChairRyujinTall01270_Table", "Chair", "SetDressing\Ryujin\RyujinChairTall01.nif"
0x002BD323, "NPCChairTech03_NoDesk_SideOnly", "Chair", "Furniture\Chairs\Tech\ChairTech03.nif"
0x002BD32A, "ShipChairA_Seat_01_NoDesk_SideOnly", "Chair", "Furniture\shipfurniture\shipchaira_seat_01.nif"
0x002BFD3A, "Bench_OPM01", "Stool", "SetDressing\OPM\OPM_Stool01.nif"
0x002C0E4E, "ShipChairA_Seat_02_DeskEatDrink", "Chair", "Furniture\ShipFurniture\ShipChairA_Seat_02.nif"
0x002C0E51, "ShipChairA_Seat_01_DeskEatDrink", "Chair", "Furniture\shipfurniture\shipchaira_seat_01.nif"
0x002C0E72, "NPCChairTech02_TableEatDrink", "Chair", "Furniture\Chairs\Tech\ChairTech02.nif"
0x002C0E73, "_Template_Chair_Desk_EatDrinkXtra", "Chair", "Markers\InvisibleGeneric01.nif"
0x002C0F56, "UC01_PilotExamSeat", "Pilot Seat", "Furniture\PilotSeat\CharacterAssets\pilotseat.nif"
0x002C4D0C, "ShipCrewStation_Gunner_TEMP", "Gunner Station", "Furniture\Chairs\Tech\ChairTech01.nif"
0x002C4D0D, "ShipCrewStation_Engineer_TEMP", "Engineering Station", "Furniture\Chairs\Tech\ChairTech01.nif"
0x002C7810, "AK_Chair_WoodStool_01_Free", "Stool", "SetDressing\Furniture\Akila_Side_Table\Akila_Side_Table.nif"
0x002CA99F, "NovaCockpitJumpSeat_CrewGeneric", "Jump Seat", "Ships\Interior\NovaCockpitJumpSeat.nif"
0x002CB1C9, "ShipLadder", "", "Ships\Interior\ShipLadder.nif"
0x002CE651, "FoundJumpseatChair01_NoDesk", "Chair", "SetDressing\Found\FoundJumpseatChair01.nif"
0x002CF3C1, "DebugLocRefTypesFurniture", "Bench", "Architecture\City\NewAtlantis\StreetClutter\NABenchAStr2x1_01.nif"
0x002D1D48, "DesktopPC_Sitting01_NPCOnly_SingleScreen01", "", "SetDressing/Office/DesktopPC_Sitting01/DesktopPC_Sitting01.nif"
0x002D2500, "NPCCrouchRummage", "", "SetDressing\Crates\RUMMAGE_FLOOR_BOX_SIZE.nif"
0x002D28A2, "NPCStanding_Dazed01", "", "Markers\InvisibleGeneric01.nif"
0x002DD1AF, "CF01_InterrogationChair", "Chair", "Furniture\Chairs\Tech\ChairTech02.nif"
0x002DE255, "NPCMedPodPatient", "", "SetDressing\Medical\MedicalPod\Medicalpod01.nif"
0x002E14C3, "_Template_Bed_Single_Ground01", "Bed", "Furniture\Beds\FutonBed01.nif"
0x002E14C5, "_Template_BarStool_With_Bar01", "Stool", "Markers\InvisibleGeneric01.nif"
0x002E28A8, "NA_Spaceport_Seat_01", "Bench", "Architecture\City\NewAtlantis\StreetClutter\NA_Spaceport_Seat_01.nif"
0x002E28AA, "CrowdFurn_NA_Spaceport_Seat_01_NoMarkers", "", "Architecture\City\NewAtlantis\StreetClutter\NA_Spaceport_Seat_01.nif"
0x002E28D0, "NA_LobbyU_ChunksInt_Clutter_BenchA_Cor02x02_01_Furni", "Bench", "Architecture\City\NewAtlantis\Lobby\NA_LobbyU_ChunksInt_Clutter_BenchA_Cor02x02_01.nif"
0x002E28DA, "NA_LobbyU_ChunksInt_Clutter_BenchA_Str01x02_01", "Bench", "Architecture\City\NewAtlantis\Lobby\NA_LobbyU_ChunksInt_Clutter_BenchA_Str01x02_01.nif"
0x002E28DE, "NA_LobbyU_ChunksInt_Clutter_BenchA_Str02x02_01", "Bench", "Architecture\City\NewAtlantis\Lobby\NA_LobbyU_ChunksInt_Clutter_BenchA_Str02x02_01.nif"
0x002E395B, "Bed_Doube_PrisonBed1", "Bed", "Furniture\Beds\Bed_Doube_PrisonBed01.nif"
0x002E3CB6, "AK_Bed_Style01_SleepingBag", "Bed", "Furniture\Beds\AK_Bed_Style01_SleepingBag.nif"
0x002E3E47, "ShipLandingMarkerVertical_40m_Small", "", "Ships\Discovery\ShipLandingMarker.nif"
0x002E3E48, "ShipLandingMarkerVertical_60m_Medium", "", "Ships\Discovery\ShipLandingMarker.nif"
0x002E3E49, "ShipLandingMarkerVertical_80m_Large", "", "Ships\Discovery\ShipLandingMarker.nif"
0x002E75B7, "NPCStanding_Confident", "", "Markers\InvisibleGeneric01.nif"
0x002E97C9, "ShipBedA01", "Bed", "SetDressing\ShipFurniture\Beds\ShipBed01.nif"
0x002EB0C2, "ShpGenIntAddOn_BuiltInBunk_Mattress01", "Bed", "Ships\Gen\Interiors\PerimeterSmall\ShpGenIntAddon_BuiltInBunk_Mattress01.nif"
0x002F040D, "StoolShort_05_Console", "Stool", "Furniture\Stools\StoolShort_05.nif"
0x002F041A, "LoungerPlastic01_NoDesk", "Chair", "SetDressing\LoungerPlastic01.nif"
0x002F042C, "NPCBarStool_AtBar_EatDrink", "Stool", "Furniture/Stools/StoolTall_01.nif"
0x002F042E, "NeonFurnitureCouchModularStr02_Free", "Chair", "SetDressing\Neon\NeonFurnitureCouchModularStr02.nif"
0x002F95EE, "AmbushFurn_ParasiteA_Feeding045", "", "Markers\InvisibleGeneric01.nif"
0x002F95F3, "AmbushFurn_ParasiteA_Feeding090", "", "Markers\InvisibleGeneric01.nif"
0x002F96F7, "NPCChairNALobbyOffice01", "Chair", "Architecture\City\NewAtlantis\Lobby\NA_LobbyOffice_Chair_01.nif"
0x0030C208, "NPCStanding_Confident_AnimFlavorCoffeecup_ExitToTalk", "", "Markers\InvisibleGeneric01.nif"
0x0030C209, "NPCStanding_CrowdConversation_AnimFlavorCoffeecup_ExitToTalk", "", "Markers\InvisibleGeneric01.nif"
0x0030C20A, "NPCLeaningBartopRight_AnimFlavorCoffeecup_ExitToTalk", "", "Markers\InvisibleGeneric01.nif"
0x0030C20B, "NPCLeaningBartopBack_AnimFlavorCoffeecup_ExitToTalk", "", "Markers\InvisibleGeneric01.nif"
0x0030C20C, "NPCLeaningBartopFront_AnimFlavorCoffeecup_ExitToTalk", "", "Markers\InvisibleGeneric01.nif"
0x0030C20D, "NPCLeaningBartopLeft_AnimFlavorCoffeecup_ExitToTalk", "", "Markers\InvisibleGeneric01.nif"
0x0030C20E, "NPCInspectDistance_ExitToTalk", "", "Markers\InvisibleGeneric01.nif"
0x0030C20F, "NPCStanding_AnimFlavorHandsBehindCasual_ExitToTalk", "", "Markers\InvisibleGeneric01.nif"
0x0030C210, "NPCSweeping_ExitToTalk", "", "Markers\InvisibleGeneric01.nif"
0x0030C211, "NPCBartender_Standing_ExitToTalk", "", "Markers\InvisibleGeneric01.nif"
0x0030C8D2, "LoungerPlastic01", "Chair", "SetDressing\LoungerPlastic01.nif"
0x0030CF84, "NPCChairLodgeOpenArm01_ArmsCrossed", "Chair", "Furniture\Chairs\Lodge\ChairLodgeOpenArm01.nif"
0x00311B57, "ShpGenIntAddOn_Bed02", "Bed", "Ships\Gen\Interiors\AddOn\ShpGenIntAddOn_Bed02.nif"
0x00315FD2, "ShipDockingMarker_DeimosSlim", "", "Ships\Rigged\DockerDeimosSlim\Mesh\SMOD_Docker_Deimos_100DP_Slim.nif"
0x0031EEA1, "NPCCower_Sitting", "", "Markers\InvisibleGeneric01.nif"
0x0031F08D, "NPCStanding_ToughRiflePose", "", "Markers\InvisibleGeneric01.nif"
0x003299B7, "NPCRaking", "", "Markers\InvisibleGeneric01.nif"
0x0032CFC7, "NPCBookshelf", "", "Markers\InvisibleGeneric01.nif"
0x00331235, "Neon_ContainerA_Bed_Single01", "Bed", "Architecture\City\Neon\Container\Neon_Ext_A_ContainerA_Bed_01.nif"
0x00339482, "NPCWritingAtDesk_ExecutiveChair", "Chair", "furniture/chairs/lodge\chairlodgestandard01.nif"
0x00339484, "NPCChairPlastic02_Table", "Chair", "Furniture\Sit_ChairPlastic02.nif"
0x00339485, "NPCChairTech03_Table", "Chair", "Furniture\Chairs\Tech\ChairTech03.nif"
0x00339486, "NPCChairPlastic01_Table", "Chair", "Furniture\Chairs\ChairPlastic01.nif"
0x00339487, "NPCChairTech02_Table", "Chair", "Furniture\Chairs\Tech\ChairTech02.nif"
0x00339488, "NPCInvChairSit_Table", "", "Markers\InvisibleGeneric01.nif"
0x00339489, "NeonFurnitureChair01_Table", "Chair", "SetDressing\Neon\NeonFurnitureChair01.nif"
0x0033948A, "NPCChairOfficeMod07_Table", "Chair", "Furniture\Chairs\Modern\ChairOfficeMod07.nif"
0x0033948B, "FoundCanvasChair01_Table", "Chair", "SetDressing\Found\FoundCanvasChair01.nif"
0x0033948C, "NeonFurnitureChair02_Table", "Chair", "SetDressing\Neon\NeonFurnitureChair02.nif"
0x0034A563, "NA_LobbyU_ChunskInt_Clutter_ChairA_01_Desk", "Chair", "Architecture\City\NewAtlantis\Lobby\NA_LobbyU_ChunksInt_Clutter_ChairA_01.nif"
0x00350C3C, "CrowdFurn_Couch_Sleek_MidB_B01_NoMarkers", "", "Furniture\Couches\Couch_Sleek\Couch_Sleek_MidB_B01.nif"
0x00350C3D, "CrowdFurn_Couch_Sleek_CorOut01_NoMarkers", "", "Furniture\Couches\Couch_Sleek\Couch_Sleek_CorOut01.nif"
0x003551B0, "PilotSeatStarborn", "Pilot Seat", "Furniture\pilotseatstarborn\PilotSeatStarborn.nif"
0x003551B8, "Starborn_ChairA_Free", "Chair", "Furniture\Chairs\Starborn\Starborn_ChairA.nif"
0x003551B9, "Starborn_ChairB_Free", "Chair", "Furniture\Chairs\Starborn\Starborn_ChairB.nif"
0x003551C8, "Starborn_BedA", "Bed", "Furniture\Beds\Starborn_BedA.nif"
0x00361FAC, "HackerHighTechStation", "", "SetDressing\Hackers_LapTop\Hackers_Laptop_01.nif"
0x00361FB0, "HackerLaptop", "Chair", "SetDressing\Hackers_LapTop\Hackers_Laptop_01.nif"
0x0036717D, "LocDungeonCaptiveMarker", "Chair", "Markers\InvisibleGeneric01.nif"
0x0036717E, "LocStoryMysteryCaptiveMarker", "Chair", "Markers\InvisibleGeneric01.nif"
0x0036717F, "LocStoryReservedRoomCaptiveMarker", "Chair", "Markers\InvisibleGeneric01.nif"
0x00367180, "REOverlayCaptiveMarker", "", "Markers\InvisibleGeneric01.nif"
0x003679D5, "Starborn_CouchB", "Couch", "Furniture\Couches\couch_starborn\Starborn_CouchB.nif"
0x00368A49, "Starborn_CouchA", "Couch", "Furniture\Couches\couch_starborn\Starborn_CouchA.nif"
0x0037E756, "NPCStanding_Diplomat", "", "Markers\InvisibleGeneric01.nif"
0x0038A70D, "Scenes_MQ204_HunterWalter", "", "Markers\InvisibleGeneric01.nif"
0x0038E348, "_Template_Chair_Free_Reversed", "Chair", "Furniture\Chairs\Tech\ChairTech01.nif"
0x0039F7FA, "ShipCouchB_02", "Couch", "Furniture\shipfurniture\shipcouchb_01.nif"
0x0039FCCD, "NPCTriageProvider", "", "Markers\InvisibleGeneric01.nif"
0x003A2DF1, "_Template_Bench", "Bench", "SetDressing\Furniture\Benches\Bench_UtilityA02.nif"
0x003B0934, "NPCConsoleSitting", "Chair", "Furniture\Chairs\Tech\ChairTech02.nif"
0x003B0E23, "NPCDancing_AstralLounge00", "", "Markers\InvisibleGeneric01.nif"
0x003B0E27, "NPCDancing_AstralLounge01", "", "Markers\InvisibleGeneric01.nif"
0x003B0E28, "NPCDancing_Euphorika00", "", "Markers\InvisibleGeneric01.nif"
0x003B0E29, "NPCDancing_Euphorika01", "", "Markers\InvisibleGeneric01.nif"
0x003B2A66, "NPCWipeTable", "", "Markers\InvisibleGeneric01.nif"
0x003B4C96, "DesktopPC_Sitting01_NPCOnly", "", "SetDressing/Office/DesktopPC_Sitting01/DesktopPC_Sitting01.nif"
0x003B7017, "CrowdFurn_NABenchAStr2x1_01_NoMarkers", "", "Architecture\City\NewAtlantis\StreetClutter\NABenchAStr2x1_01.nif"
0x003B7018, "CrowdFurn_NABenchAStr2x1_02_NoMarkers", "", "Architecture\City\NewAtlantis\StreetClutter\NABenchAStr2x1_02.nif"
0x003B7019, "CrowdFurn_CouchModCCurve_Lrg01_NoMarkers", "", "Furniture\Chairs\Modern\CouchModCCurve_Lrg01.nif"
0x003B701A, "CrowdFurn_CouchModCCurve_Lrg02_NoMarkers", "", "Furniture\Chairs\Modern\CouchModCCurve_Lrg02.nif"
0x003B701B, "CrowdFurn_NABenchAAngle45A02_NoMarkers", "", "Architecture\City\NewAtlantis\StreetClutter\NABenchAAngle45A02.nif"
0x003B701C, "CrowdFurn_NABenchAAngle45ALeft02_NoMarkers", "", "Architecture\City\NewAtlantis\StreetClutter\NABenchAAngle45ALeft02.nif"
0x003B701D, "CrowdFurn_NABenchAAngle45ALeft02Alt_NoMarkers", "", "Architecture\City\NewAtlantis\StreetClutter\NABenchAAngle45ALeft02.nif"
0x003B701E, "CrowdFurn_NABenchAShift02_NoMarkers", "", "Architecture\City\NewAtlantis\StreetClutter\NABenchAShift02.nif"
0x003B701F, "CrowdFurn_NPCCouchNALobbyOffice01_NoMarkers", "", "Architecture\City\NewAtlantis\Lobby\NA_LobbyOffice_Couch_01.nif"
0x003BF66A, "SurgicalBed01_Wounded", "", "SetDressing\SurgicalBeds\SurgicalBed01.nif"
0x003C1BEC, "NPCStanding_Emissary", "", "Markers\InvisibleGeneric01.nif"
0x003C1BED, "NPCStanding_Hunter", "", "Markers\InvisibleGeneric01.nif"
0x003C7B09, "RI04_NyxHackerLapTop", "", "setdressing/terminals/terminalsittingactivatorh01\TerminalHackerPC_DeskSittingH01.nif"
0x003CD619, "ShpIndIntAddOn_BuiltInKitchen_Aft_A01_WorkBenchFood01", "Cooking Station", "Ships\Industrial\Interiors\PerimeterSmall\ShpIndIntAddOn_BuiltInKitchen_Aft_A01.nif"
0x003CD61C, "ShpIndIntAddOn_BuiltInKitchen_Fore_A01_WorkBenchFood01", "Cooking Station", "Ships\Industrial\Interiors\PerimeterSmall\ShpIndIntAddOn_BuiltInKitchen_Fore_A01.nif"
0x003CD61F, "ShpIndIntAddOn_BuiltInKitchen_Port_A01_WorkBenchFood01", "Cooking Station", "Ships\Industrial\Interiors\PerimeterSmall\ShpIndIntAddOn_BuiltInKitchen_Port_A01.nif"
0x003CD621, "ShpIndIntAddOn_BuiltInKitchen_Stbd_A01_WorkBenchFood01", "Cooking Station", "Ships\Industrial\Interiors\PerimeterSmall\ShpIndIntAddOn_BuiltInKitchen_Stbd_A01.nif"
0x003DAB98, "NPCPanhandle", "", "Markers\InvisibleGeneric01.nif"
0x003DE5A7, "CreatureFlyerAPerchStanding", "", "Markers\InvisibleGeneric01.nif"
0x003E2D99, "ModelA_TendPlants", "", "Markers\InvisibleGeneric01.nif"
0x003E9190, "NPCStanding_AnimFlavorArmsCrossedMilitary", "", "Markers\InvisibleGeneric01.nif"
0x003E9211, "NPCStanding_AnimFlavorArmsFrontCasual", "", "Markers\InvisibleGeneric01.nif"
0x003E9212, "NPCStanding_AnimFlavorArmsFrontMilitary", "", "Markers\InvisibleGeneric01.nif"
0x003E9217, "NPCStanding_AnimFlavorCryingStanding", "", "Markers\InvisibleGeneric01.nif"
0x003E9218, "NPCStanding_AnimFlavorOathTaker", "", "Markers\InvisibleGeneric01.nif"
0x003E9219, "NPCStanding_AnimFlavorPraying", "", "Markers\InvisibleGeneric01.nif"
0x003E921A, "NPCStanding_AnimFlavorWindowShopping", "", "Markers\InvisibleGeneric01.nif"
0x003E94C0, "NPCRepair_ToolStanding_Wrench", "", "Markers\InvisibleGeneric01.nif"
